"Fecha","Code","D","I","L","R","S","Total_I","Estado"
2020-02-10,"CHP",0,0,0,0,NA,0,"CHIAPAS"
2020-02-11,"CHP",0,0,0,0,NA,0,"CHIAPAS"
2020-02-12,"CHP",0,0,0,0,NA,0,"CHIAPAS"
2020-02-13,"CHP",0,0,0,0,NA,0,"CHIAPAS"
2020-02-14,"CHP",0,0,0,0,NA,0,"CHIAPAS"
2020-02-15,"CHP",0,0,0,0,NA,0,"CHIAPAS"
2020-02-16,"CHP",0,0,0,0,NA,0,"CHIAPAS"
2020-02-17,"CHP",0,0,0,0,NA,0,"CHIAPAS"
2020-02-18,"CHP",0,0,0,0,NA,0,"CHIAPAS"
2020-02-19,"CHP",0,0,0,0,NA,0,"CHIAPAS"
2020-02-20,"CHP",0,0,0,0,NA,0,"CHIAPAS"
2020-02-21,"CHP",0,0,0,0,NA,0,"CHIAPAS"
2020-02-22,"CHP",0,0,0,0,NA,0,"CHIAPAS"
2020-02-23,"CHP",0,0,0,0,NA,0,"CHIAPAS"
2020-02-24,"CHP",0,0,0,0,NA,0,"CHIAPAS"
2020-02-25,"CHP",0,0,0,0,NA,0,"CHIAPAS"
2020-02-26,"CHP",0,0,0,0,NA,0,"CHIAPAS"
2020-02-27,"CHP",0,0,0,0,NA,0,"CHIAPAS"
2020-02-28,"CHP",0,0,0,0,NA,0,"CHIAPAS"
2020-02-29,"CHP",0,0,0,0,NA,0,"CHIAPAS"
2020-03-01,"CHP",0,1,0,0,NA,1,"CHIAPAS"
2020-03-02,"CHP",0,1,0,0,NA,1,"CHIAPAS"
2020-03-03,"CHP",0,1,0,0,NA,1,"CHIAPAS"
2020-03-04,"CHP",0,1,0,0,NA,1,"CHIAPAS"
2020-03-05,"CHP",0,1,0,0,NA,1,"CHIAPAS"
2020-03-06,"CHP",0,1,0,0,NA,1,"CHIAPAS"
2020-03-07,"CHP",0,1,0,0,NA,1,"CHIAPAS"
2020-03-08,"CHP",0,1,0,0,NA,1,"CHIAPAS"
2020-03-09,"CHP",0,1,0,0,NA,1,"CHIAPAS"
2020-03-10,"CHP",0,1,0,0,NA,1,"CHIAPAS"
2020-03-11,"CHP",0,1,0,0,NA,1,"CHIAPAS"
2020-03-12,"CHP",0,1,0,0,NA,1,"CHIAPAS"
2020-03-13,"CHP",0,1,0,0,NA,1,"CHIAPAS"
2020-03-14,"CHP",0,1,0,0,1,1,"CHIAPAS"
2020-03-15,"CHP",0,1,0,0,4,1,"CHIAPAS"
2020-03-16,"CHP",0,1,0,0,0,1,"CHIAPAS"
2020-03-17,"CHP",0,1,0,0,2,1,"CHIAPAS"
2020-03-18,"CHP",0,1,0,0,0,1,"CHIAPAS"
2020-03-19,"CHP",0,2,0,0,0,2,"CHIAPAS"
2020-03-20,"CHP",0,2,0,0,1,2,"CHIAPAS"
2020-03-21,"CHP",0,2,0,0,2,2,"CHIAPAS"
2020-03-22,"CHP",0,2,0,0,6,2,"CHIAPAS"
2020-03-23,"CHP",0,2,0,NA,1,2,"CHIAPAS"
2020-03-24,"CHP",0,2,0,NA,6,2,"CHIAPAS"
2020-03-25,"CHP",0,3,1,NA,10,4,"CHIAPAS"
2020-03-26,"CHP",0,3,1,NA,16,4,"CHIAPAS"
2020-03-27,"CHP",0,5,2,NA,18,7,"CHIAPAS"
2020-03-28,"CHP",0,4,2,NA,36,6,"CHIAPAS"
2020-03-29,"CHP",0,6,4,NA,31,10,"CHIAPAS"
2020-03-30,"CHP",0,6,5,NA,24,11,"CHIAPAS"
2020-03-31,"CHP",0,6,7,NA,31,13,"CHIAPAS"
2020-01-23,"CMX",0,0,0,0,NA,0,"CIUDAD DE MEXICO"
2020-01-24,"CMX",0,0,0,0,NA,0,"CIUDAD DE MEXICO"
2020-01-25,"CMX",0,0,0,0,NA,0,"CIUDAD DE MEXICO"
2020-01-26,"CMX",0,0,0,0,NA,0,"CIUDAD DE MEXICO"
2020-01-27,"CMX",0,0,0,0,NA,0,"CIUDAD DE MEXICO"
2020-01-28,"CMX",0,0,0,0,NA,0,"CIUDAD DE MEXICO"
2020-01-29,"CMX",0,0,0,0,NA,0,"CIUDAD DE MEXICO"
2020-01-30,"CMX",0,0,0,0,NA,0,"CIUDAD DE MEXICO"
2020-01-31,"CMX",0,0,0,0,NA,0,"CIUDAD DE MEXICO"
2020-02-01,"CMX",0,0,0,0,NA,0,"CIUDAD DE MEXICO"
2020-02-02,"CMX",0,0,0,0,NA,0,"CIUDAD DE MEXICO"
2020-02-03,"CMX",0,0,0,0,NA,0,"CIUDAD DE MEXICO"
2020-02-04,"CMX",0,0,0,0,NA,0,"CIUDAD DE MEXICO"
2020-02-05,"CMX",0,0,0,0,NA,0,"CIUDAD DE MEXICO"
2020-02-06,"CMX",0,0,0,0,NA,0,"CIUDAD DE MEXICO"
2020-02-07,"CMX",0,0,0,0,NA,0,"CIUDAD DE MEXICO"
2020-02-08,"CMX",0,0,0,0,NA,0,"CIUDAD DE MEXICO"
2020-02-09,"CMX",0,0,0,0,NA,0,"CIUDAD DE MEXICO"
2020-02-10,"CMX",0,0,0,0,NA,0,"CIUDAD DE MEXICO"
2020-02-11,"CMX",0,0,0,0,NA,0,"CIUDAD DE MEXICO"
2020-02-12,"CMX",0,0,0,0,NA,0,"CIUDAD DE MEXICO"
2020-02-13,"CMX",0,0,0,0,NA,0,"CIUDAD DE MEXICO"
2020-02-14,"CMX",0,0,0,0,NA,0,"CIUDAD DE MEXICO"
2020-02-15,"CMX",0,0,0,0,NA,0,"CIUDAD DE MEXICO"
2020-02-16,"CMX",0,0,0,0,NA,0,"CIUDAD DE MEXICO"
2020-02-17,"CMX",0,0,0,0,NA,0,"CIUDAD DE MEXICO"
2020-02-18,"CMX",0,0,0,0,NA,0,"CIUDAD DE MEXICO"
2020-02-19,"CMX",0,0,0,0,NA,0,"CIUDAD DE MEXICO"
2020-02-20,"CMX",0,0,0,0,NA,0,"CIUDAD DE MEXICO"
2020-02-21,"CMX",0,0,0,0,NA,0,"CIUDAD DE MEXICO"
2020-02-22,"CMX",0,0,0,0,NA,0,"CIUDAD DE MEXICO"
2020-02-23,"CMX",0,0,0,0,NA,0,"CIUDAD DE MEXICO"
2020-02-24,"CMX",0,0,0,0,NA,0,"CIUDAD DE MEXICO"
2020-02-25,"CMX",0,0,0,0,NA,0,"CIUDAD DE MEXICO"
2020-02-26,"CMX",0,0,0,0,NA,0,"CIUDAD DE MEXICO"
2020-02-27,"CMX",0,0,0,0,NA,0,"CIUDAD DE MEXICO"
2020-02-28,"CMX",0,2,0,0,NA,2,"CIUDAD DE MEXICO"
2020-02-29,"CMX",0,2,0,0,NA,2,"CIUDAD DE MEXICO"
2020-03-01,"CMX",0,2,0,0,NA,2,"CIUDAD DE MEXICO"
2020-03-02,"CMX",0,2,0,0,NA,2,"CIUDAD DE MEXICO"
2020-03-03,"CMX",0,2,0,0,NA,2,"CIUDAD DE MEXICO"
2020-03-04,"CMX",0,2,0,0,NA,2,"CIUDAD DE MEXICO"
2020-03-05,"CMX",0,2,0,0,NA,2,"CIUDAD DE MEXICO"
2020-03-06,"CMX",0,2,0,0,NA,2,"CIUDAD DE MEXICO"
2020-03-07,"CMX",0,3,0,0,NA,3,"CIUDAD DE MEXICO"
2020-03-08,"CMX",0,3,0,0,NA,3,"CIUDAD DE MEXICO"
2020-03-09,"CMX",0,3,0,0,NA,3,"CIUDAD DE MEXICO"
2020-03-10,"CMX",0,3,0,0,NA,3,"CIUDAD DE MEXICO"
2020-03-11,"CMX",0,5,0,0,NA,5,"CIUDAD DE MEXICO"
2020-03-12,"CMX",0,5,0,0,NA,5,"CIUDAD DE MEXICO"
2020-03-13,"CMX",0,10,1,0,NA,11,"CIUDAD DE MEXICO"
2020-03-14,"CMX",0,15,2,0,36,17,"CIUDAD DE MEXICO"
2020-03-15,"CMX",0,16,2,0,42,18,"CIUDAD DE MEXICO"
2020-03-16,"CMX",0,18,3,0,42,21,"CIUDAD DE MEXICO"
2020-03-17,"CMX",0,18,3,0,58,21,"CIUDAD DE MEXICO"
2020-03-18,"CMX",0,20,4,0,80,24,"CIUDAD DE MEXICO"
2020-03-19,"CMX",1,25,6,0,82,31,"CIUDAD DE MEXICO"
2020-03-20,"CMX",1,25,6,0,121,31,"CIUDAD DE MEXICO"
2020-03-21,"CMX",1,29,16,0,93,45,"CIUDAD DE MEXICO"
2020-03-22,"CMX",1,36,20,0,140,56,"CIUDAD DE MEXICO"
2020-03-23,"CMX",2,37,23,NA,186,60,"CIUDAD DE MEXICO"
2020-03-24,"CMX",3,39,27,NA,231,66,"CIUDAD DE MEXICO"
2020-03-25,"CMX",3,46,36,NA,238,82,"CIUDAD DE MEXICO"
2020-03-26,"CMX",3,47,36,NA,401,83,"CIUDAD DE MEXICO"
2020-03-27,"CMX",5,55,52,NA,505,107,"CIUDAD DE MEXICO"
2020-03-28,"CMX",7,96,81,NA,398,177,"CIUDAD DE MEXICO"
2020-03-29,"CMX",7,100,96,NA,332,196,"CIUDAD DE MEXICO"
2020-03-30,"CMX",8,103,102,NA,434,205,"CIUDAD DE MEXICO"
2020-03-31,"CMX",8,119,115,NA,517,234,"CIUDAD DE MEXICO"
2020-01-23,"COA",0,0,0,0,NA,0,"COAHUILA"
2020-01-24,"COA",0,0,0,0,NA,0,"COAHUILA"
2020-01-25,"COA",0,0,0,0,NA,0,"COAHUILA"
2020-01-26,"COA",0,0,0,0,NA,0,"COAHUILA"
2020-01-27,"COA",0,0,0,0,NA,0,"COAHUILA"
2020-01-28,"COA",0,0,0,0,NA,0,"COAHUILA"
2020-01-29,"COA",0,0,0,0,NA,0,"COAHUILA"
2020-01-30,"COA",0,0,0,0,NA,0,"COAHUILA"
2020-01-31,"COA",0,0,0,0,NA,0,"COAHUILA"
2020-02-01,"COA",0,0,0,0,NA,0,"COAHUILA"
2020-02-02,"COA",0,0,0,0,NA,0,"COAHUILA"
2020-02-03,"COA",0,0,0,0,NA,0,"COAHUILA"
2020-02-04,"COA",0,0,0,0,NA,0,"COAHUILA"
2020-02-05,"COA",0,0,0,0,NA,0,"COAHUILA"
2020-02-06,"COA",0,0,0,0,NA,0,"COAHUILA"
2020-02-07,"COA",0,0,0,0,NA,0,"COAHUILA"
2020-02-08,"COA",0,0,0,0,NA,0,"COAHUILA"
2020-02-09,"COA",0,0,0,0,NA,0,"COAHUILA"
2020-02-10,"COA",0,0,0,0,NA,0,"COAHUILA"
2020-02-11,"COA",0,0,0,0,NA,0,"COAHUILA"
2020-02-12,"COA",0,0,0,0,NA,0,"COAHUILA"
2020-02-13,"COA",0,0,0,0,NA,0,"COAHUILA"
2020-02-14,"COA",0,0,0,0,NA,0,"COAHUILA"
2020-02-15,"COA",0,0,0,0,NA,0,"COAHUILA"
2020-02-16,"COA",0,0,0,0,NA,0,"COAHUILA"
2020-02-17,"COA",0,0,0,0,NA,0,"COAHUILA"
2020-02-18,"COA",0,0,0,0,NA,0,"COAHUILA"
2020-02-19,"COA",0,0,0,0,NA,0,"COAHUILA"
2020-02-20,"COA",0,0,0,0,NA,0,"COAHUILA"
2020-02-21,"COA",0,0,0,0,NA,0,"COAHUILA"
2020-02-22,"COA",0,0,0,0,NA,0,"COAHUILA"
2020-02-23,"COA",0,0,0,0,NA,0,"COAHUILA"
2020-02-24,"COA",0,0,0,0,NA,0,"COAHUILA"
2020-02-25,"COA",0,0,0,0,NA,0,"COAHUILA"
2020-02-26,"COA",0,0,0,0,NA,0,"COAHUILA"
2020-02-27,"COA",0,0,0,0,NA,0,"COAHUILA"
2020-02-28,"COA",0,0,0,0,NA,0,"COAHUILA"
2020-02-29,"COA",0,1,0,0,NA,1,"COAHUILA"
2020-03-01,"COA",0,1,0,0,NA,1,"COAHUILA"
2020-03-02,"COA",0,1,0,0,NA,1,"COAHUILA"
2020-03-03,"COA",0,1,0,0,NA,1,"COAHUILA"
2020-03-04,"COA",0,1,0,0,NA,1,"COAHUILA"
2020-03-05,"COA",0,1,0,0,NA,1,"COAHUILA"
2020-03-06,"COA",0,1,0,0,NA,1,"COAHUILA"
2020-03-07,"COA",0,1,0,0,NA,1,"COAHUILA"
2020-03-08,"COA",0,1,0,0,NA,1,"COAHUILA"
2020-03-09,"COA",0,1,0,0,NA,1,"COAHUILA"
2020-03-10,"COA",0,1,0,0,NA,1,"COAHUILA"
2020-03-11,"COA",0,1,0,0,NA,1,"COAHUILA"
2020-03-12,"COA",0,1,0,0,NA,1,"COAHUILA"
2020-03-13,"COA",0,1,0,0,NA,1,"COAHUILA"
2020-03-14,"COA",0,1,0,0,1,1,"COAHUILA"
2020-03-15,"COA",0,1,0,1,5,1,"COAHUILA"
2020-03-16,"COA",0,1,0,1,1,1,"COAHUILA"
2020-03-17,"COA",0,1,0,1,5,1,"COAHUILA"
2020-03-18,"COA",0,1,0,1,10,1,"COAHUILA"
2020-03-19,"COA",0,1,0,1,13,1,"COAHUILA"
2020-03-20,"COA",0,1,0,1,17,1,"COAHUILA"
2020-03-21,"COA",0,3,0,1,23,3,"COAHUILA"
2020-03-22,"COA",0,10,0,1,21,10,"COAHUILA"
2020-03-23,"COA",0,12,0,NA,14,12,"COAHUILA"
2020-03-24,"COA",0,12,0,NA,35,12,"COAHUILA"
2020-03-25,"COA",0,12,0,NA,34,12,"COAHUILA"
2020-03-26,"COA",0,12,1,NA,54,13,"COAHUILA"
2020-03-27,"COA",0,12,2,NA,62,14,"COAHUILA"
2020-03-28,"COA",0,12,3,NA,86,15,"COAHUILA"
2020-03-29,"COA",1,12,20,NA,61,32,"COAHUILA"
2020-03-30,"COA",1,13,26,NA,116,39,"COAHUILA"
2020-03-31,"COA",1,13,31,NA,140,44,"COAHUILA"
2020-01-23,"COL",0,0,0,0,NA,0,"COLIMA"
2020-01-24,"COL",0,0,0,0,NA,0,"COLIMA"
2020-01-25,"COL",0,0,0,0,NA,0,"COLIMA"
2020-01-26,"COL",0,0,0,0,NA,0,"COLIMA"
2020-01-27,"COL",0,0,0,0,NA,0,"COLIMA"
2020-01-28,"COL",0,0,0,0,NA,0,"COLIMA"
2020-01-29,"COL",0,0,0,0,NA,0,"COLIMA"
2020-01-30,"COL",0,0,0,0,NA,0,"COLIMA"
2020-01-31,"COL",0,0,0,0,NA,0,"COLIMA"
2020-02-01,"COL",0,0,0,0,NA,0,"COLIMA"
2020-02-02,"COL",0,0,0,0,NA,0,"COLIMA"
2020-02-03,"COL",0,0,0,0,NA,0,"COLIMA"
2020-02-04,"COL",0,0,0,0,NA,0,"COLIMA"
2020-02-05,"COL",0,0,0,0,NA,0,"COLIMA"
2020-02-06,"COL",0,0,0,0,NA,0,"COLIMA"
2020-02-07,"COL",0,0,0,0,NA,0,"COLIMA"
2020-02-08,"COL",0,0,0,0,NA,0,"COLIMA"
2020-02-09,"COL",0,0,0,0,NA,0,"COLIMA"
2020-02-10,"COL",0,0,0,0,NA,0,"COLIMA"
2020-02-11,"COL",0,0,0,0,NA,0,"COLIMA"
2020-02-12,"COL",0,0,0,0,NA,0,"COLIMA"
2020-02-13,"COL",0,0,0,0,NA,0,"COLIMA"
2020-02-14,"COL",0,0,0,0,NA,0,"COLIMA"
2020-02-15,"COL",0,0,0,0,NA,0,"COLIMA"
2020-02-16,"COL",0,0,0,0,NA,0,"COLIMA"
2020-02-17,"COL",0,0,0,0,NA,0,"COLIMA"
2020-02-18,"COL",0,0,0,0,NA,0,"COLIMA"
2020-02-19,"COL",0,0,0,0,NA,0,"COLIMA"
2020-02-20,"COL",0,0,0,0,NA,0,"COLIMA"
2020-02-21,"COL",0,0,0,0,NA,0,"COLIMA"
2020-02-22,"COL",0,0,0,0,NA,0,"COLIMA"
2020-02-23,"COL",0,0,0,0,NA,0,"COLIMA"
2020-02-24,"COL",0,0,0,0,NA,0,"COLIMA"
2020-02-25,"COL",0,0,0,0,NA,0,"COLIMA"
2020-02-26,"COL",0,0,0,0,NA,0,"COLIMA"
2020-02-27,"COL",0,0,0,0,NA,0,"COLIMA"
2020-02-28,"COL",0,0,0,0,NA,0,"COLIMA"
2020-02-29,"COL",0,0,0,0,NA,0,"COLIMA"
2020-03-01,"COL",0,0,0,0,NA,0,"COLIMA"
2020-03-02,"COL",0,0,0,0,NA,0,"COLIMA"
2020-03-03,"COL",0,0,0,0,NA,0,"COLIMA"
2020-03-04,"COL",0,0,0,0,NA,0,"COLIMA"
2020-03-05,"COL",0,0,0,0,NA,0,"COLIMA"
2020-03-06,"COL",0,0,0,0,NA,0,"COLIMA"
2020-03-07,"COL",0,0,0,0,NA,0,"COLIMA"
2020-03-08,"COL",0,0,0,0,NA,0,"COLIMA"
2020-03-09,"COL",0,0,0,0,NA,0,"COLIMA"
2020-03-10,"COL",0,0,0,0,NA,0,"COLIMA"
2020-03-11,"COL",0,0,0,0,NA,0,"COLIMA"
2020-03-12,"COL",0,0,0,0,NA,0,"COLIMA"
2020-03-13,"COL",0,0,0,0,NA,0,"COLIMA"
2020-03-14,"COL",0,0,0,0,0,0,"COLIMA"
2020-03-15,"COL",0,0,0,0,1,0,"COLIMA"
2020-03-16,"COL",0,0,0,0,3,0,"COLIMA"
2020-03-17,"COL",0,0,0,0,2,0,"COLIMA"
2020-03-18,"COL",0,1,0,0,2,1,"COLIMA"
2020-03-19,"COL",0,1,0,0,3,1,"COLIMA"
2020-03-20,"COL",0,1,0,0,6,1,"COLIMA"
2020-03-21,"COL",0,2,0,0,3,2,"COLIMA"
2020-03-22,"COL",0,2,0,0,4,2,"COLIMA"
2020-03-23,"COL",0,2,0,NA,5,2,"COLIMA"
2020-03-24,"COL",0,2,0,NA,9,2,"COLIMA"
2020-03-25,"COL",0,2,0,NA,9,2,"COLIMA"
2020-03-26,"COL",0,2,0,NA,11,2,"COLIMA"
2020-03-27,"COL",0,2,0,NA,14,2,"COLIMA"
2020-03-28,"COL",0,2,0,NA,13,2,"COLIMA"
2020-03-29,"COL",0,2,0,NA,11,2,"COLIMA"
2020-03-30,"COL",0,2,0,NA,11,2,"COLIMA"
2020-03-31,"COL",0,2,0,NA,8,2,"COLIMA"
2020-01-23,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-01-24,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-01-25,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-01-26,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-01-27,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-01-28,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-01-29,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-01-30,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-01-31,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-02-01,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-02-02,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-02-03,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-02-04,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-02-05,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-02-06,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-02-07,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-02-08,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-02-09,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-02-10,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-02-11,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-02-12,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-02-13,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-02-14,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-02-15,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-02-16,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-02-17,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-02-18,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-02-19,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-02-20,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-02-21,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-02-22,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-02-23,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-02-24,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-02-25,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-02-26,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-02-27,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-02-28,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-02-29,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-03-01,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-03-02,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-03-03,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-03-04,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-03-05,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-03-06,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-03-07,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-03-08,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-03-09,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-03-10,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-03-11,"DUR",0,0,0,0,NA,0,"DURANGO"
2020-03-12,"DUR",0,1,0,0,NA,1,"DURANGO"
2020-03-13,"DUR",0,1,0,0,NA,1,"DURANGO"
2020-03-14,"DUR",0,1,0,0,3,1,"DURANGO"
2020-03-15,"DUR",0,1,0,0,7,1,"DURANGO"
2020-03-16,"DUR",0,3,0,0,0,3,"DURANGO"
2020-03-17,"DUR",0,3,0,0,0,3,"DURANGO"
2020-03-18,"DUR",0,3,0,0,3,3,"DURANGO"
2020-03-19,"DUR",0,3,0,0,4,3,"DURANGO"
2020-03-20,"DUR",1,4,0,0,8,4,"DURANGO"
2020-03-21,"DUR",1,4,1,0,1,5,"DURANGO"
2020-03-22,"DUR",1,4,1,0,1,5,"DURANGO"
2020-03-23,"DUR",1,4,1,NA,5,5,"DURANGO"
2020-03-24,"DUR",1,4,1,NA,6,5,"DURANGO"
2020-03-25,"DUR",1,4,1,NA,15,5,"DURANGO"
2020-03-26,"DUR",1,4,1,NA,24,5,"DURANGO"
2020-03-27,"DUR",1,5,2,NA,17,7,"DURANGO"
2020-03-28,"DUR",1,5,2,NA,35,7,"DURANGO"
2020-03-29,"DUR",1,5,2,NA,32,7,"DURANGO"
2020-03-30,"DUR",1,5,2,NA,23,7,"DURANGO"
2020-03-31,"DUR",1,5,2,NA,18,7,"DURANGO"
2020-01-23,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-01-24,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-01-25,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-01-26,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-01-27,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-01-28,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-01-29,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-01-30,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-01-31,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-02-01,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-02-02,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-02-03,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-02-04,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-02-05,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-02-06,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-02-07,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-02-08,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-02-09,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-02-10,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-02-11,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-02-12,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-02-13,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-02-14,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-02-15,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-02-16,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-02-17,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-02-18,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-02-19,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-02-20,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-02-21,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-02-22,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-02-23,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-02-24,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-02-25,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-02-26,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-02-27,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-02-28,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-02-29,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-03-01,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-03-02,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-03-03,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-03-04,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-03-05,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-03-06,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-03-07,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-03-08,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-03-09,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-03-10,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-03-11,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-03-12,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-03-13,"GRO",0,0,0,0,NA,0,"GUERRERO"
2020-03-14,"GRO",0,0,0,0,6,0,"GUERRERO"
2020-03-15,"GRO",0,0,0,0,6,0,"GUERRERO"
2020-03-16,"GRO",0,1,1,0,0,2,"GUERRERO"
2020-03-17,"GRO",0,1,1,0,6,2,"GUERRERO"
2020-03-18,"GRO",0,1,1,0,14,2,"GUERRERO"
2020-03-19,"GRO",0,3,1,0,10,4,"GUERRERO"
2020-03-20,"GRO",0,3,1,0,10,4,"GUERRERO"
2020-03-21,"GRO",0,3,1,0,12,4,"GUERRERO"
2020-03-22,"GRO",0,3,1,0,12,4,"GUERRERO"
2020-03-23,"GRO",0,3,2,NA,9,5,"GUERRERO"
2020-03-24,"GRO",0,4,2,NA,13,6,"GUERRERO"
2020-03-25,"GRO",0,5,2,NA,13,7,"GUERRERO"
2020-03-26,"GRO",0,5,2,NA,19,7,"GUERRERO"
2020-03-27,"GRO",0,5,2,NA,46,7,"GUERRERO"
2020-03-28,"GRO",0,6,4,NA,52,10,"GUERRERO"
2020-03-29,"GRO",0,6,7,NA,40,13,"GUERRERO"
2020-03-30,"GRO",0,6,7,NA,47,13,"GUERRERO"
2020-03-31,"GRO",0,7,8,NA,80,15,"GUERRERO"
2020-01-23,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-01-24,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-01-25,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-01-26,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-01-27,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-01-28,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-01-29,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-01-30,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
